id,title,description,image,published,created_at,updated_at
26,"Penandatanganan Nota Kesepahaman (MoU) antara Perumda Paljaya dan PT MRT Jakarta (Perseroda)","Bpk. Thomas selaku Kabid Urusan Usaha Pangan, Utilitas dan Perpasaran serta Industri di BPBUMD Provinsi DKI Jakarta sebagai perwakilan dari Pemprov DKI Jakarta, menghadiri Penandatanganan Nota Kesepahaman (MoU) antara Perumda Paljaya dan PT MRT Jakarta (Perseroda) tentang Penjajakan Awal Potensi Kerja Sama untuk Pengembangan Fasilitas Pengelolaan Air Limbah di Kawasan Berorientasi Transit dan Aset Milik PT MRT Jakarta (Perseroda).20/2/23","{""thumbnail"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/50x50_crop\/RT4l0FOhOnqpoU29.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/160x120\/RT4l0FOhOnqpoU29.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/240x180\/RT4l0FOhOnqpoU29.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/300x300_crop\/RT4l0FOhOnqpoU29.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/640x480\/RT4l0FOhOnqpoU29.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/800x600\/RT4l0FOhOnqpoU29.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/02\/21\/06\/33\/RT4l0FOhOnqpoU29.JPG"",""height"":null,""width"":null}}",1,"2023-02-21 12:00:15","2023-02-21 12:06:41"
27,"Focus Group Discussion (FGD) dengan tema ""Penerapan Tata Kelola Perusahaan Yang Baik (Good Corporate","Focus Group Discussion (FGD) dengan tema ""Penerapan Tata Kelola Perusahaan Yang Baik (Good Corporate","{""thumbnail"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/50x50_crop\/2TnAlUBAPxA4d0wS.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/160x120\/2TnAlUBAPxA4d0wS.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/240x180\/2TnAlUBAPxA4d0wS.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/300x300_crop\/2TnAlUBAPxA4d0wS.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/640x480\/2TnAlUBAPxA4d0wS.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/800x600\/2TnAlUBAPxA4d0wS.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/03\/07\/34\/46\/2TnAlUBAPxA4d0wS.JPG"",""height"":null,""width"":null}}",1,"2023-03-07 09:34:54","2023-03-07 09:34:54"
28,"PSAP 16 dan ISAK 16 sudah diterbitkan dan berlaku sejak 1 Januari 2022 terkait perjanjian konsesi bagi Pemerintah.","PSAP 16 dan ISAK 16 sudah diterbitkan dan berlaku sejak 1 Januari 2022 terkait perjanjian konsesi bagi Pemerintah.","{""thumbnail"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/50x50_crop\/kMRUyr6oIrFHAoSm.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/160x120\/kMRUyr6oIrFHAoSm.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/240x180\/kMRUyr6oIrFHAoSm.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/300x300_crop\/kMRUyr6oIrFHAoSm.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/640x480\/kMRUyr6oIrFHAoSm.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/800x600\/kMRUyr6oIrFHAoSm.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/03\/10\/36\/44\/kMRUyr6oIrFHAoSm.JPG"",""height"":null,""width"":null}}",1,"2023-03-10 11:36:52","2023-03-10 11:36:52"
29,"BUMD DKI Jakarta mendapat Penghargaan TOP BUMD Awards 2023","Selamat kepada Perumda Air Minum Jaya, Perumda Pasar Jaya, Perumda Paljaya, Perumda Pembangunan Sarana Jaya, PT Jaktour, dan PT Jamkrida Jakarta, yang telah menerima penghargaan TOP BUMD Awards 2023.
Penghargaan TOP BUMD Awards yang diselenggarakan Majalah TopBusiness bekerjasama dengan Institut Otonomi Daerah (i-OTDA) diberikan kepada BUMD unggulan dari seluruh Indonesia.","{""thumbnail"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/50x50_crop\/bQkxL75OXqrpkuXc.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/160x120\/bQkxL75OXqrpkuXc.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/240x180\/bQkxL75OXqrpkuXc.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/300x300_crop\/bQkxL75OXqrpkuXc.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/640x480\/bQkxL75OXqrpkuXc.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/800x600\/bQkxL75OXqrpkuXc.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2023\/04\/06\/03\/02\/bQkxL75OXqrpkuXc.png"",""height"":null,""width"":null}}",1,"2023-04-06 15:03:03","2023-04-06 15:03:03"
31,...,...,"{""thumbnail"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/50x50_crop\/2st6hGiSlQLMnxNl.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/160x120\/2st6hGiSlQLMnxNl.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/240x180\/2st6hGiSlQLMnxNl.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/300x300_crop\/2st6hGiSlQLMnxNl.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/640x480\/2st6hGiSlQLMnxNl.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/800x600\/2st6hGiSlQLMnxNl.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/05\/05\/09\/56\/2st6hGiSlQLMnxNl.jpg"",""height"":null,""width"":null}}",1,"2023-05-05 11:10:06","2023-05-05 11:10:06"
32,"BUMD PROVINSI DKI JAKARTA BORONG PENGHARGAAN BUMD AWARDS DARI KEMENTERIAN DALAM NEGERI","BUMD PROVINSI DKI JAKARTA BORONG PENGHARGAAN BUMD AWARDS DARI KEMENTERIAN DALAM NEGERI","{""thumbnail"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/50x50_crop\/TojgOBNPYWGbhsJk.jpeg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/160x120\/TojgOBNPYWGbhsJk.jpeg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/240x180\/TojgOBNPYWGbhsJk.jpeg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/300x300_crop\/TojgOBNPYWGbhsJk.jpeg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/640x480\/TojgOBNPYWGbhsJk.jpeg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/800x600\/TojgOBNPYWGbhsJk.jpeg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/10\/02\/17\/24\/TojgOBNPYWGbhsJk.jpeg"",""height"":null,""width"":null}}",1,"2023-10-02 09:17:25","2023-10-02 09:17:25"
33,"Rapat Koordinasi BUMD Bersama Pemprov DKI Jakarta 26 Oktober 2023","Rapat Koordinasi BUMD Bersama Pemprov DKI Jakarta 26 Oktober 2023","{""thumbnail"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/50x50_crop\/RipQsHDB0nkpCxP7.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/160x120\/RipQsHDB0nkpCxP7.jpg"",""height"":72,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/240x180\/RipQsHDB0nkpCxP7.jpg"",""height"":108,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/300x300_crop\/RipQsHDB0nkpCxP7.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/640x480\/RipQsHDB0nkpCxP7.jpg"",""height"":288,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/800x600\/RipQsHDB0nkpCxP7.jpg"",""height"":360,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/10\/27\/29\/39\/RipQsHDB0nkpCxP7.jpg"",""height"":null,""width"":null}}",1,"2023-10-27 09:29:43","2023-10-27 09:29:43"
34,"Monitoring Evaluasi Proyek MRT Jakarta Fase 2A CP 201","Monitoring Evaluasi Proyek MRT Jakarta Fase 2A CP 201","{""thumbnail"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/50x50_crop\/VgyTHrca3kzecgNS.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/160x120\/VgyTHrca3kzecgNS.png"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/240x180\/VgyTHrca3kzecgNS.png"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/300x300_crop\/VgyTHrca3kzecgNS.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/640x480\/VgyTHrca3kzecgNS.png"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/800x600\/VgyTHrca3kzecgNS.png"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2023\/11\/01\/47\/36\/VgyTHrca3kzecgNS.png"",""height"":null,""width"":null}}",1,"2023-10-31 08:24:53","2023-11-01 15:47:58"
35,"Monitoring Revitalisasi Halte Transjakarta Koridor 14","Monitoring Revitalisasi Halte Transjakarta Koridor 14","{""thumbnail"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/50x50_crop\/toBU11faqIDRR5Gi.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/160x120\/toBU11faqIDRR5Gi.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/240x180\/toBU11faqIDRR5Gi.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/300x300_crop\/toBU11faqIDRR5Gi.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/640x480\/toBU11faqIDRR5Gi.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/800x600\/toBU11faqIDRR5Gi.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/01\/05\/06\/14\/toBU11faqIDRR5Gi.JPG"",""height"":null,""width"":null}}",1,"2024-01-05 15:06:21","2024-01-05 15:06:21"
36,"Kick Off dan Workshop CFO BUMD Jakarta Forum dengan tema ""Peran BUMD Menuju Jakarta Global City"".","Kick Off dan Workshop CFO BUMD Jakarta Forum dengan tema ""Peran BUMD Menuju Jakarta Global City"".","{""thumbnail"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/50x50_crop\/mlZryvaB5pDpCtED.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/160x120\/mlZryvaB5pDpCtED.png"",""height"":76,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/240x180\/mlZryvaB5pDpCtED.png"",""height"":113,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/300x300_crop\/mlZryvaB5pDpCtED.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/640x480\/mlZryvaB5pDpCtED.png"",""height"":302,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/800x600\/mlZryvaB5pDpCtED.png"",""height"":378,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/03\/01\/20\/29\/mlZryvaB5pDpCtED.png"",""height"":null,""width"":null}}",1,"2024-03-01 08:16:13","2024-03-01 08:20:31"
37,"Kepala BPBUMD melakukan Kunjungan Lapangan Proyek MRT Jakarta Fase 2A CP 203 di Kawasan Mangga Besar","Kepala BPBUMD melakukan Kunjungan Lapangan Proyek MRT Jakarta Fase 2A CP 203 di Kawasan Mangga Besar","{""thumbnail"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/50x50_crop\/BD0gKKYLloqdi1lT.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/160x120\/BD0gKKYLloqdi1lT.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/240x180\/BD0gKKYLloqdi1lT.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/300x300_crop\/BD0gKKYLloqdi1lT.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/640x480\/BD0gKKYLloqdi1lT.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/800x600\/BD0gKKYLloqdi1lT.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/03\/01\/11\/24\/BD0gKKYLloqdi1lT.JPG"",""height"":null,""width"":null}}",1,"2024-03-01 09:06:35","2024-03-01 09:11:31"
38,"Pemerintah Provinsi DKI Jakarta dan BUMD Provinsi DKI Jakarta berhasil meraih 11 penghargaan pada TOP BUMD Awards 2024","Pemerintah Provinsi DKI Jakarta dan BUMD Provinsi DKI Jakarta berhasil meraih 11 penghargaan pada TOP BUMD Awards 2024","{""thumbnail"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/50x50_crop\/fQnCQnRbJMaCoTEM.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/160x120\/fQnCQnRbJMaCoTEM.jpg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/240x180\/fQnCQnRbJMaCoTEM.jpg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/300x300_crop\/fQnCQnRbJMaCoTEM.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/640x480\/fQnCQnRbJMaCoTEM.jpg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/800x600\/fQnCQnRbJMaCoTEM.jpg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/03\/22\/28\/48\/fQnCQnRbJMaCoTEM.jpg"",""height"":null,""width"":null}}",1,"2024-03-22 09:39:07","2024-03-22 10:29:01"
39,"Kepala Dinas/Badan dan para Dirut BUMD menghadiri Rapat Kerja bersama dengan Ketua, Wakil Ketua, Sekretaris dan Anggota Komisi B dan C DPRD Provinsi DKI Jakarta di Grand Cempaka Resort & Convention","Kepala Dinas/Badan dan para Dirut BUMD menghadiri Rapat Kerja bersama dengan Ketua, Wakil Ketua, Sekretaris dan Anggota Komisi B dan C DPRD Provinsi DKI Jakarta di Grand Cempaka Resort & Convention","{""thumbnail"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/50x50_crop\/Pe2thao9HSMMNglU.jpeg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/160x120\/Pe2thao9HSMMNglU.jpeg"",""height"":93,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/240x180\/Pe2thao9HSMMNglU.jpeg"",""height"":140,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/300x300_crop\/Pe2thao9HSMMNglU.jpeg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/640x480\/Pe2thao9HSMMNglU.jpeg"",""height"":373,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/800x600\/Pe2thao9HSMMNglU.jpeg"",""height"":466,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/05\/02\/25\/07\/Pe2thao9HSMMNglU.jpeg"",""height"":null,""width"":null}}",1,"2024-05-02 10:23:59","2024-05-02 10:25:07"
40,"BUMD Leaders Forum DKI Jakarta Tahun 2024","BUMD Leaders Forum DKI Jakarta Tahun 2024","{""thumbnail"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/50x50_crop\/xtwc9vBiIJPO0Pju.jpeg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/160x120\/xtwc9vBiIJPO0Pju.jpeg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/240x180\/xtwc9vBiIJPO0Pju.jpeg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/300x300_crop\/xtwc9vBiIJPO0Pju.jpeg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/640x480\/xtwc9vBiIJPO0Pju.jpeg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/800x600\/xtwc9vBiIJPO0Pju.jpeg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2024\/10\/04\/13\/35\/xtwc9vBiIJPO0Pju.jpeg"",""height"":null,""width"":null}}",1,"2024-10-04 09:13:42","2024-10-04 09:13:42"
41,"BUMD Leaders Forum Tahun 2025 dengan tema “Transformasi BUMD dalam Mengakselerasi Jakarta Top #50 Global City: Tantangan dan Peluang Ekonomi Global”","BUMD Leaders Forum Tahun 2025 dengan tema “Transformasi BUMD dalam Mengakselerasi Jakarta Top #50 Global City: Tantangan dan Peluang Ekonomi Global”","{""thumbnail"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/50x50_crop\/OXG4Qucn9tatkt1G.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/160x120\/OXG4Qucn9tatkt1G.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/240x180\/OXG4Qucn9tatkt1G.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/300x300_crop\/OXG4Qucn9tatkt1G.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/640x480\/OXG4Qucn9tatkt1G.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/800x600\/OXG4Qucn9tatkt1G.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2025\/05\/21\/22\/49\/OXG4Qucn9tatkt1G.JPG"",""height"":null,""width"":null}}",1,"2025-05-21 15:22:57","2025-05-21 15:22:57"
42,"Kepala BPBUMD Syaefuloh Hidayat meresmikan Lembaga Pelatihan Kerja (LPK) Transjakarta Academy","Kepala BPBUMD Syaefuloh Hidayat meresmikan Lembaga Pelatihan Kerja (LPK) Transjakarta Academy","{""thumbnail"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/50x50_crop\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/160x120\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/240x180\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/300x300_crop\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/640x480\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/800x600\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2025\/05\/21\/44\/18\/pNUDZ1rMqM2qmEyj.jpeg"",""height"":null,""width"":null}}",1,"2025-05-21 15:44:24","2025-05-21 15:44:24"
43,"Penandatanganan Pakta Integritas dan Key Performance Indicator (KPI) Badan Usaha Milik Daerah (BUMD)","Penandatanganan Pakta Integritas dan Key Performance Indicator (KPI) Badan Usaha Milik Daerah (BUMD)","{""thumbnail"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/50x50_crop\/Ns67oqg6Orh4oCYX.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/160x120\/Ns67oqg6Orh4oCYX.jpg"",""height"":69,""width"":160},""small"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/240x180\/Ns67oqg6Orh4oCYX.jpg"",""height"":104,""width"":240},""profile"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/300x300_crop\/Ns67oqg6Orh4oCYX.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/640x480\/Ns67oqg6Orh4oCYX.jpg"",""height"":277,""width"":640},""large"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/800x600\/Ns67oqg6Orh4oCYX.jpg"",""height"":346,""width"":800},""original"":{""url"":""\/pics\/user\/2025\/08\/08\/05\/18\/Ns67oqg6Orh4oCYX.jpg"",""height"":null,""width"":null}}",1,"2025-08-08 13:00:12","2025-08-08 13:05:28"
44,"Sosialisasi Keterbukaan Informasi Publik Bagi BUMD Provinsi DKI Jakarta","Sosialisasi Keterbukaan Informasi Publik Bagi BUMD Provinsi DKI Jakarta","{""thumbnail"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/50x50_crop\/zS04wMOQq5ukzkS2.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/160x120\/zS04wMOQq5ukzkS2.JPG"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/240x180\/zS04wMOQq5ukzkS2.JPG"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/300x300_crop\/zS04wMOQq5ukzkS2.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/640x480\/zS04wMOQq5ukzkS2.JPG"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/800x600\/zS04wMOQq5ukzkS2.JPG"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2025\/10\/17\/35\/44\/zS04wMOQq5ukzkS2.JPG"",""height"":null,""width"":null}}",1,"2025-10-17 10:35:52","2025-10-17 10:35:52"
